32 1653.62 1816.55
48 2710.49 2398.37
64 3719.31 3325.66
96 5051.04 4620
128 6413.47 5436.48
192 8191.13 6739.5
256 10852.3 8793.86
384 16509 12706.8
512 21150.5 17336.4
768 32153.4 25730.1
1024 42583.3 34415.6
1536 84768.2 70618.8
2048 112500 94717.8
3072 125891 102677
4096 163955 138129
6144 243341 204551
8192 316300 272187
12288 496846 394609
16384 599762 470504
24576 816695 623484
32768 991512 819124
