32 2.03619 1.62798
48 3.20129 3.10976
64 4.25434 4.1049
96 7.76777 7.47488
128 8.35244 7.96682
192 11.7501 11.1244
256 15.613 12.5824
384 21.6581 20.2185
512 29.0201 27.8123
768 42.0275 40.7925
1024 77.0195 72.4939
