17.2233 78
18.8524 329
20.4815 43
22.1106 12
23.7398 8
25.3689 9
26.998 1
28.6271 4
30.2563 2
31.8854 2
33.5145 1
35.1436 1
36.7727 0
38.4019 1
40.031 3
41.6601 1
43.2892 1
44.9183 2
46.5475 1
48.1766 1
49.8057 1
