32 2.55582 2.3258
48 5.58727 5.40215
64 7.41486 6.97584
96 10.3121 9.74073
128 13.8366 13.0193
192 18.4116 16.2362
256 17.1506 15.5261
384 37.9535 34.5239
512 40.6357 36.6046
768 67.575 60.8458
1024 75.9258 73.3174
