32 2.52377 2.26995
48 7.12818 6.6158
64 7.34447 6.30661
96 8.04695 7.33921
128 13.7057 13.1321
192 20.8863 20.1685
256 24.8945 23.9107
384 30.7354 29.2967
512 48.1292 46.3282
768 83.0713 79.3233
1024 155.415 144.477
